otu	accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
CP002792.716965.718433	CP002792	647113	Methanothermococcus okinawensis	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanococci➤Methanococcales➤Methanococcaceae➤Methanothermococcus➤Methanothermococcus okinawensis
CP002809.1243662.1245205	CP002809	547145	Hydrogenobaculum sp. SHO	Hydrogenobaculum	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	Bacteria➤Aquificae➤Aquificae➤Aquificales➤Aquificaceae➤Hydrogenobaculum➤Hydrogenobaculum sp. SHO
CP002810.3099142.3100651	CP002810	743718	Isoptericola variabilis	Isoptericola	Promicromonosporaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Bacteria➤Actinobacteria➤Actinomycetia➤Micrococcales➤Promicromonosporaceae➤Isoptericola➤Isoptericola variabilis
CP002825.34754.36261	CP002825	983544	Lacinutrix sp. 5H-3-7-4	Lacinutrix	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Lacinutrix➤Lacinutrix sp. 5H-3-7-4
CP002829.235688.237255	CP002829	795359	Thermodesulfobacterium geofontis	Thermodesulfobacterium	Thermodesulfobacteriaceae	Thermodesulfobacteriales	Thermodesulfobacteria	Thermodesulfobacteria	Bacteria	Bacteria➤Thermodesulfobacteria➤Thermodesulfobacteria➤Thermodesulfobacteriales➤Thermodesulfobacteriaceae➤Thermodesulfobacterium➤Thermodesulfobacterium geofontis
CP002831.1966058.1967577	CP002831	984262	Saprospira grandis	Saprospira	Saprospiraceae	Saprospirales	Saprospiria	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Saprospiria➤Saprospirales➤Saprospiraceae➤Saprospira➤Saprospira grandis
CP002858.2249990.2251530	CP002858	717231	Flexistipes sinusarabici	Flexistipes	Flexistipitaceae	Deferribacterales	Deferribacteres	Deferribacteres	Bacteria	Bacteria➤Deferribacteres➤Deferribacteres➤Deferribacterales➤Flexistipitaceae➤Flexistipes➤Flexistipes sinusarabici
CP002859.1932891.1934383	CP002859	761193	Runella slithyformis	Runella	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Runella➤Runella slithyformis
CP002916.334433.335897	CP002916	1054217	Thermoplasmatales archaeon BRNA1	Unclassified Thermoplasmatales	Unclassified Thermoplasmatales	Thermoplasmatales	Thermoplasmata	Candidatus Thermoplasmatota	Archaea	Archaea➤Candidatus Thermoplasmatota➤Thermoplasmata➤Thermoplasmatales➤Unclassified Thermoplasmatales➤Unclassified Thermoplasmatales➤Thermoplasmatales archaeon BRNA1
CP002955.3325804.3327315	CP002955	880070	Cyclobacterium marinum	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Cyclobacterium➤Cyclobacterium marinum
CP002959.3819378.3820883	CP002959	869212	Turneriella parva	Turneriella	Leptospiraceae	Leptospirales	Spirochaetia	Spirochaetes	Bacteria	Bacteria➤Spirochaetes➤Spirochaetia➤Leptospirales➤Leptospiraceae➤Turneriella➤Turneriella parva
CP002961.2129439.2130927	CP002961	929562	Emticicia oligotrophica	Emticicia	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Spirosomaceae➤Emticicia➤Emticicia oligotrophica
CP002987.2819873.2821385	CP002987	931626	Acetobacterium woodii	Acetobacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Eubacteriaceae➤Acetobacterium➤Acetobacterium woodii
CP002988.2130478.2131950	CP002988	756883	halophilic archaeon DL31	Unclassified Haloferacales	Unclassified Haloferacales	Haloferacales	Halobacteria	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Halobacteria➤Haloferacales➤Unclassified Haloferacales➤Unclassified Haloferacales➤halophilic archaeon DL31
CP002999.818658.820171	CP002999	886377	Muricauda ruestringensis	Muricauda	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Muricauda➤Muricauda ruestringensis
CP003011.1881005.1882791	CP003011	578455	Thermothielavioides terrestris	Thermothielavioides	Chaetomiaceae	Sordariales	Sordariomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Sordariomycetes➤Sordariales➤Chaetomiaceae➤Thermothielavioides➤Thermothielavioides terrestris
CP003051.3621591.3623008	CP003051	765912	Thioflavicoccus mobilis	Thioflavicoccus	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Chromatiales➤Chromatiaceae➤Thioflavicoccus➤Thioflavicoccus mobilis
CP003059.269170.270701	CP003059	1008459	Taylorella asinigenitalis	Taylorella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Taylorella➤Taylorella asinigenitalis
CP003060.33729.35249	CP003060	1085623	Glaciecola nitratireducens	Glaciecola	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Alteromonadales➤Alteromonadaceae➤Glaciecola➤Glaciecola nitratireducens
CP003083.1452985.1454458	CP003083	1094980	Methanolobus psychrophilus	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanolobus➤Methanolobus psychrophilus
CP003093.3414512.3416060	CP003093	1045855	Pseudoxanthomonas spadix	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Xanthomonadales➤Xanthomonadaceae➤Pseudoxanthomonas➤Pseudoxanthomonas spadix
CP003096.442271.443789	CP003096	580340	Thermovirga lienii	Thermovirga	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Bacteria➤Synergistetes➤Synergistia➤Synergistales➤Synergistaceae➤Thermovirga➤Thermovirga lienii
CP003108.3632996.3634442	CP003108	768706	Desulfosporosinus orientis	Desulfosporosinus	Desulfitobacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Desulfitobacteriaceae➤Desulfosporosinus➤Desulfosporosinus orientis
CP003153.1901384.1902805	CP003153	640081	Azospira oryzae	Azospira	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Rhodocyclales➤Rhodocyclaceae➤Azospira➤Azospira oryzae
CP003154.2088570.2089980	CP003154	765911	Thiocystis violascens	Thiocystis	Chromatiaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Chromatiales➤Chromatiaceae➤Thiocystis➤Thiocystis violascens
CP003156.1917540.1918950	CP003156	926562	Owenweeksia hongkongensis	Owenweeksia	Schleiferiaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Schleiferiaceae➤Owenweeksia➤Owenweeksia hongkongensis
CP003171.174927.176476	CP003171	511062	Oceanimonas sp. GK1	Oceanimonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Aeromonadales➤Aeromonadaceae➤Oceanimonas➤Oceanimonas sp. GK1
CP003178.1184433.1185950	CP003178	700598	Niastella koreensis	Niastella	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Chitinophagia➤Chitinophagales➤Chitinophagaceae➤Niastella➤Niastella koreensis
CP003230.259814.261339	CP003230	385025	Cycloclasticus sp. P1	Cycloclasticus	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Thiotrichales➤Piscirickettsiaceae➤Cycloclasticus➤Cycloclasticus sp. P1
CP003249.1918897.1920290	CP003249	751945	Thermus oshimai	Thermus	Thermaceae	Thermales	Deinococci	Deinococcus-Thermus	Bacteria	Bacteria➤Deinococcus-Thermus➤Deinococci➤Thermales➤Thermaceae➤Thermus➤Thermus oshimai
CP003255.1602579.1604027	CP003255	717605	Thermobacillus composti	Thermobacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Bacilli➤Bacillales➤Paenibacillaceae➤Thermobacillus➤Thermobacillus composti
CP003257.833952.835372	CP003257	443254	Marinitoga piezophila	Marinitoga	Petrotogaceae	Petrotogales	Thermotogae	Thermotogae	Bacteria	Bacteria➤Thermotogae➤Thermotogae➤Petrotogales➤Petrotogaceae➤Marinitoga➤Marinitoga piezophila
CP003273.1268190.1269602	CP003273	767817	Desulfoscipio gibsoniae	Desulfoscipio	Desulfallaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Desulfallaceae➤Desulfoscipio➤Desulfoscipio gibsoniae
CP003274.119147.120561	CP003274	679935	Alistipes finegoldii	Alistipes	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Rikenellaceae➤Alistipes➤Alistipes finegoldii
CP003280.276026.277440	CP003280	746697	Aequorivita sublithincola	Aequorivita	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Flavobacteriaceae➤Aequorivita➤Aequorivita sublithincola
CP003281.1938930.1940342	CP003281	866536	Belliella baltica	Belliella	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Belliella➤Belliella baltica
CP003321.1081655.1083145	CP003321	768672	Desulfurococcus amylolyticus	Desulfurococcus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Desulfurococcus➤Desulfurococcus amylolyticus
CP003326.11124.12636	CP003326	1128398	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Tissierellia➤Tissierellales➤Gottschalkiaceae➤Gottschalkia➤Gottschalkia acidurici
CP003333.1721161.1722556	CP003333	760154	Sulfurospirillum barnesii	Sulfurospirillum	Sulfurospirillaceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Epsilonproteobacteria➤Campylobacterales➤Sulfurospirillaceae➤Sulfurospirillum➤Sulfurospirillum barnesii
CP003345.1227108.1228525	CP003345	880071	Bernardetia litoralis	Bernardetia	Bernardetiaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Bernardetiaceae➤Bernardetia➤Bernardetia litoralis
CP003346.67128.68539	CP003346	926556	Echinicola vietnamensis	Echinicola	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Cytophagia➤Cytophagales➤Cyclobacteriaceae➤Echinicola➤Echinicola vietnamensis
CP003349.736606.738016	CP003349	929556	Solitalea canadensis	Solitalea	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Sphingobacteriia➤Sphingobacteriales➤Sphingobacteriaceae➤Solitalea➤Solitalea canadensis
CP003359.153884.155302	CP003359	748449	Halobacteroides halobius	Halobacteroides	Halobacteroidaceae	Halanaerobiales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Halanaerobiales➤Halobacteroidaceae➤Halobacteroides➤Halobacteroides halobius
CP003360.3288170.3289606	CP003360	706587	Desulfomonile tiedjei	Desulfomonile	Syntrophaceae	Syntrophales	Deltaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Deltaproteobacteria➤Syntrophales➤Syntrophaceae➤Desulfomonile➤Desulfomonile tiedjei
CP003362.2364537.2365901	CP003362	867904	Methanomethylovorans hollandica	Methanomethylovorans	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	Archaea➤Euryarchaeota➤Methanomicrobia➤Methanosarcinales➤Methanosarcinaceae➤Methanomethylovorans➤Methanomethylovorans hollandica
CP003364.7835180.7836580	CP003364	886293	Singulisphaera acidiphila	Singulisphaera	Isosphaeraceae	Isosphaerales	Planctomycetia	Planctomycetes	Bacteria	Bacteria➤Planctomycetes➤Planctomycetia➤Isosphaerales➤Isosphaeraceae➤Singulisphaera➤Singulisphaera acidiphila
CP003368.578899.580323	CP003368	908937	Prevotella dentalis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Bacteroidia➤Bacteroidales➤Prevotellaceae➤Prevotella➤Prevotella dentalis
CP003403.744028.745572	CP003403	1151116	Rahnella aquatilis	Rahnella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Enterobacterales➤Yersiniaceae➤Rahnella➤Rahnella aquatilis
CP003418.794761.796287	CP003418	945713	Ignavibacterium album	Ignavibacterium	Ignavibacteriaceae	Ignavibacteriales	Ignavibacteria	Ignavibacteriae	Bacteria	Bacteria➤Ignavibacteriae➤Ignavibacteria➤Ignavibacteriales➤Ignavibacteriaceae➤Ignavibacterium➤Ignavibacterium album
CP003423.1068522.1070023	CP003423	1163730	Fervidicoccus fontis	Fervidicoccus	Fervidicoccaceae	Fervidicoccales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Fervidicoccales➤Fervidicoccaceae➤Fervidicoccus➤Fervidicoccus fontis
CP003470.434798.436224	CP003470	666685	Rhodanobacter denitrificans	Rhodanobacter	Rhodanobacteraceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Xanthomonadales➤Rhodanobacteraceae➤Rhodanobacter➤Rhodanobacter denitrificans
CP003479.346052.347559	CP003479	182217	Helicobacter cetorum	Helicobacter	Helicobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Epsilonproteobacteria➤Campylobacterales➤Helicobacteraceae➤Helicobacter➤Helicobacter cetorum
CP003531.422343.423841	CP003531	1184251	Thermogladius calderae	Thermogladius	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Crenarchaeota	Archaea	Archaea➤Crenarchaeota➤Thermoprotei➤Desulfurococcales➤Desulfurococcaceae➤Thermogladius➤Thermogladius calderae
CP003532.219075.220482	CP003532	660470	Mesotoga prima	Mesotoga	Kosmotogaceae	Kosmotogales	Thermotogae	Thermotogae	Bacteria	Bacteria➤Thermotogae➤Thermotogae➤Kosmotogales➤Kosmotogaceae➤Mesotoga➤Mesotoga prima
CP003535.356311.357835	CP003535	1186051	Blattabacterium sp. (Blaberus giganteus)	Blattabacterium	Blattabacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Bacteria➤Bacteroidetes➤Flavobacteriia➤Flavobacteriales➤Blattabacteriaceae➤Blattabacterium➤Blattabacterium sp. (Blaberus giganteus)
CP003549.8136367.8137732	CP003549	373994	Rivularia sp. PCC 7116	Rivularia	Rivulariaceae	Nostocales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Nostocales➤Rivulariaceae➤Rivularia➤Rivularia sp. PCC 7116
CP003552.5571452.5572818	CP003552	28072	Nostoc sp. PCC 7524	Nostoc	Nostocaceae	Nostocales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Nostocales➤Nostocaceae➤Nostoc➤Nostoc sp. PCC 7524
CP003555.2649844.2651383	CP003555	1036672	Advenella kashmirensis	Advenella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Betaproteobacteria➤Burkholderiales➤Alcaligenaceae➤Advenella➤Advenella kashmirensis
CP003590.440038.441407	CP003590	118163	Pleurocapsa sp. PCC 7327	Pleurocapsa	Hyellaceae	Pleurocapsales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Pleurocapsales➤Hyellaceae➤Pleurocapsa➤Pleurocapsa sp. PCC 7327
CP003591.255680.257158	CP003591	1173025	Geitlerinema sp. PCC 7407	Geitlerinema	Coleofasciculaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Coleofasciculaceae➤Geitlerinema➤Geitlerinema sp. PCC 7407
CP003592.1762171.1763645	CP003592	82654	Pseudanabaena sp. PCC 7367	Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Pseudanabaenales➤Pseudanabaenaceae➤Pseudanabaena➤Pseudanabaena sp. PCC 7367
CP003597.6301139.6302618	CP003597	251229	Chroococcidiopsis thermalis	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Chroococcidiopsidales➤Chroococcidiopsidaceae➤Chroococcidiopsis➤Chroococcidiopsis thermalis
CP003600.1377567.1378934	CP003600	1173020	Chamaesiphon minutus	Chamaesiphon	Chamaesiphonaceae	Synechococcales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Synechococcales➤Chamaesiphonaceae➤Chamaesiphon➤Chamaesiphon minutus
CP003610.1871961.1873436	CP003610	1170562	Calothrix sp. PCC 6303	Calothrix	Calotrichaceae	Nostocales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Nostocales➤Calotrichaceae➤Calothrix➤Calothrix sp. PCC 6303
CP003614.566533.568020	CP003614	179408	Oscillatoria nigro-viridis	Oscillatoria	Oscillatoriaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Oscillatoriaceae➤Oscillatoria➤Oscillatoria nigro-viridis
CP003620.5306153.5307631	CP003620	1173022	Crinalium epipsammum	Crinalium	Gomontiellaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Gomontiellaceae➤Crinalium➤Crinalium epipsammum
CP003632.58128.59497	CP003632	1173027	Allocoleopsis franciscana	Allocoleopsis	Coleofasciculaceae	Oscillatoriales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Oscillatoriales➤Coleofasciculaceae➤Allocoleopsis➤Allocoleopsis franciscana
CP003642.279463.280830	CP003642	56107	Cylindrospermum stagnale	Cylindrospermum	Nostocaceae	Nostocales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Nostocales➤Nostocaceae➤Cylindrospermum➤Cylindrospermum stagnale
CP003653.2565005.2566485	CP003653	111780	Stanieria cyanosphaera	Stanieria	Dermocarpellaceae	Pleurocapsales	Unclassified Cyanobacteria	Cyanobacteria	Bacteria	Bacteria➤Cyanobacteria➤Unclassified Cyanobacteria➤Pleurocapsales➤Dermocarpellaceae➤Stanieria➤Stanieria cyanosphaera
CP003745.863907.865434	CP003745	1171377	Bibersteinia trehalosi	Bibersteinia	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Pasteurellales➤Pasteurellaceae➤Bibersteinia➤Bibersteinia trehalosi
CP003842.945953.947418	CP003842	1229908	Candidatus Nitrosopumilus koreensis	Nitrosopumilus	Nitrosopumilaceae	Nitrosopumilales	Unclassified Thaumarchaeota	Thaumarchaeota	Archaea	Archaea➤Thaumarchaeota➤Unclassified Thaumarchaeota➤Nitrosopumilales➤Nitrosopumilaceae➤Nitrosopumilus➤Candidatus Nitrosopumilus koreensis
CP003845.3651285.3652805	CP003845	1004785	Alteromonas macleodii	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Bacteria➤Proteobacteria➤Gammaproteobacteria➤Alteromonadales➤Alteromonadaceae➤Alteromonas➤Alteromonas macleodii
CP003869.2062448.2064005	CP003869	1147129	Dehalobacter sp. DCA	Dehalobacter	Desulfitobacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Bacteria➤Firmicutes➤Clostridia➤Eubacteriales➤Desulfitobacteriaceae➤Dehalobacter➤Dehalobacter sp. DCA
