accession	taxid	species	genus	family	order	class	phylum	superkingdom	path
JX221735	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
JX222600	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KC191774	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KC465685	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KC554184	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KF798602	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KJ877525	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KM820506	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KM823734	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868083	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868084	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868085	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868086	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868087	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868088	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868089	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868090	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868091	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868093	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868097	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868098	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868099	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868100	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU868105	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU978252	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
KU978255	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
LC086660	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
LC086674	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
LN870770	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
MF092312	77133	uncultured bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium
EU795196	542517	uncultured bacterium HF0770_08F21	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium HF0770_08F21
AY005448	135006	uncultured bacterium oral clone BS003	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured bacterium oral clone BS003
HQ462537	174293	uncultured Microgenomates group bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured Microgenomates group bacterium
KC990413	174293	uncultured Microgenomates group bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured Microgenomates group bacterium
KC990415	174293	uncultured Microgenomates group bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured Microgenomates group bacterium
KC990432	174293	uncultured Microgenomates group bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured Microgenomates group bacterium
DQ256281	136703	uncultured rumen bacterium	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤uncultured rumen bacterium
ARQD01000002	1306947	Vermiphilus pyriformis	Vermiphilus	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Bacteria	Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Unclassified Bacteria➤Vermiphilus➤Vermiphilus pyriformis
ABEA03000104	278957	Geminisphaera colitermitum	Geminisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Opitutales➤Opitutaceae➤Geminisphaera➤Geminisphaera colitermitum
CP001032	452637	Opitutus terrae	Opitutus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Opitutales➤Opitutaceae➤Opitutus➤Opitutus terrae
CP007053	794903	Opitutaceae bacterium TAV5	Unclassified Opitutaceae	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Opitutales➤Opitutaceae➤Unclassified Opitutaceae➤Opitutaceae bacterium TAV5
CP001998	583355	Coraliomargarita akajimensis	Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Opitutae➤Puniceicoccales➤Puniceicoccaceae➤Coraliomargarita➤Coraliomargarita akajimensis
AY388649	497964	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Spartobacteria➤Chthoniobacterales➤Chthoniobacteraceae➤Chthoniobacter➤Chthoniobacter flavus
GQ452897	156588	uncultured Verrucomicrobia bacterium	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤uncultured Verrucomicrobia bacterium
MNWT01000005	1805421	Verrucomicrobia bacterium CG1_02_43_26	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium CG1_02_43_26
MIDP01000022	1802431	Verrucomicrobia bacterium GWF2_51_19	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium GWF2_51_19
MIDS01000601	1802434	Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Unclassified Verrucomicrobia	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Unclassified Verrucomicrobia➤Verrucomicrobia bacterium RIFCSPLOWO2_12_FULL_64_8
CP001071	349741	Akkermansia muciniphila	Akkermansia	Akkermansiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Akkermansiaceae➤Akkermansia➤Akkermansia muciniphila
DQ302104	361055	Rubritalea marina	Rubritalea	Rubritaleaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Rubritaleaceae➤Rubritalea➤Rubritalea marina
ABOX02000035	320771	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Verrucomicrobia subdivision 3➤Pedosphaera➤Pedosphaera parvula
ABIZ01000001	240016	Verrucomicrobium spinosum	Verrucomicrobium	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria	Bacteria➤Verrucomicrobia➤Verrucomicrobiae➤Verrucomicrobiales➤Verrucomicrobiaceae➤Verrucomicrobium➤Verrucomicrobium spinosum
AY962414	153512	Helobdella fusca	Helobdella	Glossiphoniidae	Rhynchobdellida	Clitellata	Annelida	Eukaryota	Eukaryota➤Annelida➤Clitellata➤Rhynchobdellida➤Glossiphoniidae➤Helobdella➤Helobdella fusca
JX495403	5865	Babesia bovis	Babesia	Babesiidae	Piroplasmida	Aconoidasida	Apicomplexa	Eukaryota	Eukaryota➤Apicomplexa➤Aconoidasida➤Piroplasmida➤Babesiidae➤Babesia➤Babesia bovis
AY508462	5874	Theileria annulata	Theileria	Theileriidae	Piroplasmida	Aconoidasida	Apicomplexa	Eukaryota	Eukaryota➤Apicomplexa➤Aconoidasida➤Piroplasmida➤Theileriidae➤Theileria➤Theileria annulata
EU660038	5807	Cryptosporidium parvum	Cryptosporidium	Cryptosporidiidae	Eucoccidiorida	Conoidasida	Apicomplexa	Eukaryota	Eukaryota➤Apicomplexa➤Conoidasida➤Eucoccidiorida➤Cryptosporidiidae➤Cryptosporidium➤Cryptosporidium parvum
AF109678	94643	Besnoitia besnoiti	Besnoitia	Sarcocystidae	Eucoccidiorida	Conoidasida	Apicomplexa	Eukaryota	Eukaryota➤Apicomplexa➤Conoidasida➤Eucoccidiorida➤Sarcocystidae➤Besnoitia➤Besnoitia besnoiti
EF209903	433248	Mycetoma suturale	Mycetoma	Melandryidae	Coleoptera	Insecta	Arthropoda	Eukaryota	Eukaryota➤Arthropoda➤Insecta➤Coleoptera➤Melandryidae➤Mycetoma➤Mycetoma suturale
AADK01036068	7091	Bombyx mori	Bombyx	Bombycidae	Lepidoptera	Insecta	Arthropoda	Eukaryota	Eukaryota➤Arthropoda➤Insecta➤Lepidoptera➤Bombycidae➤Bombyx➤Bombyx mori
LT854279	1276537	Zymoseptoria tritici	Zymoseptoria	Mycosphaerellaceae	Mycosphaerellales	Dothideomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Dothideomycetes➤Mycosphaerellales➤Mycosphaerellaceae➤Zymoseptoria➤Zymoseptoria tritici
CP022810	13684	Parastagonospora nodorum	Parastagonospora	Phaeosphaeriaceae	Pleosporales	Dothideomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Dothideomycetes➤Pleosporales➤Phaeosphaeriaceae➤Parastagonospora➤Parastagonospora nodorum
JN940952	318718	Pyrenophora tetrarrhenae	Pyrenophora	Pleosporaceae	Pleosporales	Dothideomycetes	Ascomycota	Eukaryota	Eukaryota➤Ascomycota➤Dothideomycetes➤Pleosporales➤Pleosporaceae➤Pyrenophora➤Pyrenophora tetrarrhenae
